order_id,order_amount,delivery_latitude,delivery_longitude,order_date
ord-02125,59.63,51.596,-0.071,21/11/2016
ord-80343,27.99,51.376,-0.398,05/11/2016
ord-02263,23.91,52.96,-1.175,17/11/2016
ord-75828,22.06,52.452,-1.887,29/11/2016
ord-46727,40.23,52.977,-1.197,27/11/2016
ord-75601,18.25,55.911,-3.287,03/11/2016
ord-22878,37.46,52.63,1.248,03/11/2016
ord-83257,98.24,51.49,-0.305,03/11/2016
ord-02145,18.39,51.804,-0.816,17/11/2016
ord-05257,32.15,52.515,-1.867,05/11/2016
ord-72818,34.18,51.376,-0.398,05/11/2016
ord-63293,38.7,51.404,-0.108,22/11/2016
ord-45494,94.17,51.503,-0.108,02/11/2016
ord-63762,22.77,51.39,-0.075,05/11/2016
ord-26721,31.71,51.43,0.0066,17/11/2016
ord-64046,37.8,51.599,-0.086,21/11/2016
ord-40279,22.15,55.942,-3.215,12/11/2016
ord-03456,21.42,54.785,-1.34,19/11/2016
ord-26189,23.35,53.607,-2.155,22/11/2016
ord-55419,143.77,52.471,-2.039,21/11/2016
ord-36861,27.59,51.555,-0.001,17/11/2016
ord-19771,24.19,51.279,1.0893,16/11/2016
ord-04012,49.36,51.542,-0.482,16/11/2016
ord-73727,15.34,51.403,-0.149,17/11/2016
ord-55324,23.66,53.64,-1.798,21/11/2016
ord-60111,56.81,52.622,1.2413,19/11/2016
ord-98485,26.7,51.507,-0.586,26/11/2016
ord-96609,24.52,53.028,-2.171,02/11/2016
ord-83462,93.33,51.537,-0.284,02/11/2016
ord-10184,13.89,53.379,-3.094,21/11/2016
ord-65197,18.76,50.371,-4.147,08/11/2016
ord-44284,21.25,50.795,-1.063,10/11/2016
ord-35170,30.38,51.425,-0.133,18/11/2016
ord-18308,30.49,51.528,0.038,17/11/2016
ord-90269,28.12,51.573,-0.408,18/11/2016
ord-96034,27.97,51.463,-0.103,05/11/2016
ord-48195,56.07,51.465,-0.196,05/11/2016
ord-15198,11.68,53.459,-2.996,02/11/2016
ord-44803,25.8,51.479,-0.322,08/11/2016
ord-20276,17.64,54.285,-0.412,12/11/2016
ord-86691,67.45,51.553,0.1522,22/11/2016
ord-22468,13.46,53.85,-3.037,28/11/2016
ord-98583,30.61,51.376,-0.398,05/11/2016
ord-20532,11.3,56.003,-3.815,12/11/2016
ord-96374,11.89,51.488,0.0665,02/11/2016
ord-09595,23.74,51.295,1.0569,09/11/2016
ord-94031,51.49,51.466,-0.056,02/11/2016
ord-13293,208.36,51.529,-0.131,01/11/2016
ord-96030,30.18,51.376,-0.398,05/11/2016
ord-97421,51.01,51.49,-0.088,24/11/2016
ord-17276,24.52,53.85,-3.037,12/11/2016
ord-43733,32.65,51.443,-2.582,04/11/2016
ord-72255,26.25,52.496,-1.937,28/11/2016
ord-90707,19.41,53.435,-2.182,29/11/2016
ord-53738,57.16,51.546,-0.478,26/11/2016
ord-75845,28.56,51.601,-3.421,29/11/2016
ord-33085,33.62,51.361,-0.457,05/11/2016
ord-75440,33.07,51.479,-0.41,03/11/2016
ord-49977,25.04,52.663,-2.373,20/11/2016
ord-21324,28.41,51.55,-0.125,29/11/2016
ord-83338,50.35,51.655,-3.892,09/11/2016
ord-56591,45.48,51.541,-0.224,03/11/2016
ord-56591,43.36,51.541,-0.224,03/11/2016
ord-23899,53.2,52.579,-1.13,25/11/2016
ord-66602,51.23,51.481,-0.392,22/11/2016
ord-19523,23.39,55.008,-1.682,01/11/2016
ord-19480,25.13,52.452,-1.887,29/11/2016
ord-27555,51.89,51.573,-0.408,18/11/2016
ord-56318,37.7,53.55,-0.096,09/11/2016
ord-01664,23.17,51.589,-0.022,19/11/2016
ord-65281,50.78,51.497,0.0116,03/11/2016
ord-65281,50.03,51.497,0.0116,03/11/2016
ord-62094,23.99,51.825,-0.832,09/11/2016
ord-67024,35.22,51.553,-0.274,11/11/2016
ord-50852,29.5,51.499,0.0944,05/11/2016
ord-87434,60,51.497,-0.089,25/11/2016
ord-84019,28.42,50.758,-1.912,11/11/2016
ord-78417,22.22,53.5,-2.026,22/11/2016
ord-73211,49.6,51.804,-0.816,17/11/2016
ord-58620,37.04,51.545,0.0368,16/11/2016
ord-44392,23.16,53.741,-2.445,30/11/2016
ord-18781,62.74,51.567,0.5559,24/11/2016
ord-10202,69.94,51.888,0.5628,15/11/2016
ord-95929,26.58,53.484,-2.232,17/11/2016
ord-35744,10.34,50.795,-1.063,09/11/2016
ord-49932,28.4,55.969,-3.252,15/11/2016
ord-48135,21.64,53.533,-2.573,12/11/2016
ord-97204,147.71,51.535,0.1338,20/11/2016
ord-97204,22.87,51.535,0.1338,05/11/2016
ord-58503,22.99,51.547,0.6897,18/11/2016
ord-67877,62.63,53.778,-1.781,17/11/2016
ord-09652,32.49,52.452,-1.887,29/11/2016
ord-60406,27.77,51.574,0.4308,18/11/2016
ord-84395,35.58,56.372,-3.835,22/11/2016
ord-30127,40.19,51.903,-1.165,07/11/2016
ord-27315,97.02,51.557,-0.091,17/11/2016
ord-91204,35.23,52.516,-2.036,29/11/2016
ord-72476,16.36,52.562,-2.045,30/11/2016
ord-72476,23.76,52.562,-2.045,09/11/2016
ord-90066,27.62,53.421,-3.047,11/11/2016
ord-14038,19.76,51.814,-0.824,17/11/2016
ord-70977,18.39,51.522,-0.045,30/11/2016
ord-62984,17,51.814,-0.824,17/11/2016
ord-87804,11.95,51.49,0.0712,04/11/2016
ord-66073,20.44,51.519,-0.071,04/11/2016
ord-00675,28.83,52.406,-1.891,13/11/2016
ord-01638,34.08,51.533,-0.121,29/11/2016
ord-28382,43.83,51.58,-0.068,12/11/2016
ord-14611,23.39,51.573,-0.408,18/11/2016
ord-85311,24.94,53.387,-2.599,03/11/2016
ord-26371,19.89,51.804,-0.816,17/11/2016
ord-10454,31.5,51.12,-1.325,05/11/2016
ord-89281,11.38,51.378,-0.189,18/11/2016
ord-24341,46.92,53.594,-1.289,06/11/2016
ord-78273,25.15,52.481,-1.89,17/11/2016
ord-14435,21.84,51.573,-0.413,18/11/2016
ord-85531,27.74,51.521,0.0245,24/11/2016
ord-66896,18.1,53.398,-3.05,22/11/2016
ord-73535,15.61,53.081,-0.803,22/11/2016
ord-53295,33.54,51.798,-0.816,17/11/2016
ord-84687,28.77,53.484,-2.233,04/11/2016
ord-55799,33.02,55.123,-1.507,05/11/2016
ord-34508,66.78,52.619,-1.205,30/11/2016
ord-91404,27.66,51.571,0.1769,30/11/2016
ord-20803,38.4,52.475,-2.068,29/11/2016
ord-99968,25.76,53.852,-1.746,05/11/2016
ord-10043,14.67,54.551,-1.219,17/11/2016
ord-55452,48.43,51.546,0.0747,30/11/2016
ord-07029,81.3,51.532,0.0448,28/11/2016
ord-80494,64.56,53.533,-2.573,10/11/2016
ord-36535,11.35,51.517,-0.074,25/11/2016
ord-03020,30.65,51.432,0.0016,17/11/2016
ord-23601,41.85,51.549,-0.275,19/11/2016
ord-36486,97.67,55.9,-3.194,01/11/2016
ord-01008,45.78,51.433,0.349,17/11/2016
ord-23126,32.22,51.814,-0.824,17/11/2016
ord-03933,73.58,52.974,-1.162,17/11/2016
ord-22452,27.67,51.48,-2.613,04/11/2016
ord-88609,59.42,51.49,0.0712,04/11/2016
ord-91984,25.21,51.28,1.0769,03/11/2016
ord-51894,63.01,51.476,-0.056,19/11/2016
ord-60701,13.6,51.814,-0.824,17/11/2016
ord-59112,18.09,52.512,-1.939,22/11/2016
ord-92887,24.68,51.546,-0.481,12/11/2016
ord-40685,24.36,51.59,-0.059,19/11/2016
ord-54930,6.06,51.386,1.4009,19/11/2016
ord-06523,41.59,51.883,-0.391,06/11/2016
ord-45136,23.66,51.481,0.0113,26/11/2016
ord-80828,22.16,52.452,-1.887,29/11/2016
ord-98274,31.93,51.573,-0.408,18/11/2016
ord-71526,23.59,52.387,-1.247,03/11/2016
ord-40891,33.5,55.958,-3.175,10/11/2016
ord-41473,32.34,51.55,0.0357,17/11/2016
ord-67736,22.88,55.809,-4.189,08/11/2016
ord-92241,42.46,51.573,-0.408,18/11/2016
ord-09707,15.25,51.542,0.0795,05/11/2016
ord-75498,25.2,51.607,-0.151,29/11/2016
ord-23795,16.91,53.533,-2.573,10/11/2016
ord-64923,14.3,52.478,-1.9,02/11/2016
ord-60583,23.21,52.632,-1.133,09/11/2016
ord-58009,26.55,51.283,1.0907,17/11/2016
ord-75820,63.74,51.52,0.011,18/11/2016
ord-96072,53.95,51.762,-1.188,17/11/2016
ord-87868,23.96,53.691,-2.459,02/11/2016
ord-82156,46.61,51.814,-0.824,17/11/2016
ord-69265,21.29,51.565,-0.073,17/11/2016
ord-33724,21.39,51.572,-0.089,17/11/2016
ord-16875,40.15,51.541,-0.224,03/11/2016
ord-16875,38.59,51.541,-0.224,03/11/2016
ord-63793,37.92,52.958,-1.301,17/11/2016
ord-55394,19.6,51.561,0.1199,16/11/2016
ord-91908,49.81,54.561,-1.313,30/11/2016
ord-64079,19.73,51.477,-0.014,29/11/2016
ord-47410,50.98,53.639,-2.125,22/11/2016
ord-52263,46.17,51.415,-0.123,16/11/2016
ord-30980,53.09,51.573,-0.408,18/11/2016
ord-46943,43.31,51.403,-0.074,24/11/2016
ord-18252,26.57,51.506,-0.353,06/11/2016
ord-77325,20.93,51.483,-0.219,17/11/2016
ord-58429,30.38,51.614,0.0921,17/11/2016
ord-21425,48.44,51.377,-0.102,26/11/2016
ord-50442,22.18,53.45,-1.379,22/11/2016
ord-41382,43.16,51.814,-0.824,17/11/2016
ord-84007,65.53,56.322,-3.022,03/11/2016
ord-47592,20.5,51.473,0.3221,19/11/2016
ord-47592,31.23,51.473,0.3221,01/11/2016
ord-32178,38.45,51.455,-2.529,17/11/2016
ord-56717,31.75,51.39,-0.075,05/11/2016
ord-35545,70.2,51.591,-0.277,29/11/2016
ord-75540,18.79,51.814,-0.824,17/11/2016
ord-52457,52.98,51.56,0.014,18/11/2016
ord-75178,20.78,51.509,-0.472,01/11/2016
ord-93791,29.61,52.452,-1.887,29/11/2016
ord-25407,27.62,53.518,-1.126,26/11/2016
ord-15674,32.77,51.599,-0.086,09/11/2016
ord-46429,23.11,52.392,-1.962,13/11/2016
ord-15066,68.78,52.973,-1.123,22/11/2016
ord-69716,39.68,51.532,0.043,19/11/2016
ord-35978,56.91,52.014,-0.202,12/11/2016
ord-42823,47.62,51.53,0.0834,05/11/2016
ord-34528,22.17,53.741,-0.378,29/11/2016
ord-75892,36.37,51.456,0.0944,04/11/2016
ord-94893,24.57,51.804,-0.816,17/11/2016
ord-85837,19.17,54.285,-0.412,12/11/2016
ord-43741,28.35,53.606,-2.158,24/11/2016
ord-70794,25.42,54.858,-1.852,18/11/2016
ord-00411,134.56,50.911,-1.41,20/11/2016
ord-00411,118.01,50.911,-1.41,18/11/2016
ord-45116,60.95,52.454,-2.02,04/11/2016
ord-90101,16.68,52.387,-1.247,03/11/2016
ord-15190,25.62,51.544,-0.207,16/11/2016
ord-72853,30.29,52.387,-1.247,03/11/2016
ord-37034,21.71,53.081,-0.803,19/11/2016
ord-66421,37.69,51.502,-0.27,24/11/2016
ord-76234,19.48,51.546,0.64,26/11/2016
ord-72755,31.86,51.439,-0.064,29/11/2016
ord-05277,43.83,51.56,0.014,18/11/2016
ord-73118,65.85,51.43,-2.594,22/11/2016
ord-02416,31.33,52.572,-1.961,19/11/2016
ord-25891,29.41,51.804,-0.816,17/11/2016
ord-02267,47.62,52.325,-0.904,16/11/2016
ord-08784,62.01,51.814,-0.824,17/11/2016
ord-80272,18.88,52.483,-1.78,25/11/2016
ord-48541,20.22,55.859,-4.41,24/11/2016
ord-96341,83.09,52.494,-2.108,17/11/2016
ord-07141,23.62,53.5,-2.026,24/11/2016
ord-54410,24.99,53.408,-3.024,17/11/2016
ord-55932,70.14,51.471,-0.016,23/11/2016
ord-51925,46.27,51.56,0.014,18/11/2016
ord-30237,37.1,51.404,-0.108,22/11/2016
ord-53306,12.69,51.454,-2.562,18/11/2016
ord-94007,29.71,51.473,0.3221,19/11/2016
ord-58043,29.27,51.573,-0.408,18/11/2016
ord-20262,22.22,51.579,-0.442,18/11/2016
ord-29441,25.47,51.514,-0.432,24/11/2016
ord-56621,67.43,51.474,-0.019,24/11/2016
ord-55170,20.67,52.611,-1.095,04/11/2016
ord-92352,39.61,51.826,-0.835,17/11/2016
ord-41545,30.51,51.113,0.8787,19/11/2016
ord-44940,29.42,51.526,0.0617,18/11/2016
ord-17603,39.65,52.629,-1.12,17/11/2016
ord-59913,19.44,51.497,-0.413,23/11/2016
ord-10253,18.23,51.814,-0.824,17/11/2016
ord-26097,60.68,51.518,-0.198,26/11/2016
ord-13576,35.42,51.753,-0.24,02/11/2016
ord-33009,26.77,52.471,-2.039,05/11/2016
ord-51952,28.37,51.804,-0.816,17/11/2016
ord-10374,72.8,53.773,-2.709,11/11/2016
ord-06205,58.22,50.865,0.5863,26/11/2016
ord-83143,41.64,51.798,-0.816,17/11/2016
ord-83694,25.68,52.452,-1.887,29/11/2016
ord-33819,28.27,52.631,-1.121,24/11/2016
ord-85314,24.76,51.473,0.3221,19/11/2016
ord-94610,33.35,53.799,-1.615,19/11/2016
ord-22173,71.2,52.963,-1.149,19/11/2016
ord-65553,26.9,51.511,-0.176,03/11/2016
ord-65553,27.6,51.511,-0.176,03/11/2016
ord-61443,18.54,51.798,-0.816,17/11/2016
ord-74853,68.25,53.088,-2.437,02/11/2016
ord-16623,35.49,50.847,-0.13,03/11/2016
ord-20736,59.6,50.625,-3.378,24/11/2016
ord-76812,37.12,50.795,-1.103,24/11/2016
ord-25539,30.23,51.804,-0.825,17/11/2016
ord-49967,35.9,51.579,-0.21,04/11/2016
ord-42999,47.21,50.831,-0.777,03/11/2016
ord-25741,33.64,51.544,-0.207,16/11/2016
ord-16066,42.14,51.41,-0.158,03/11/2016
ord-16066,43.35,51.41,-0.158,03/11/2016
ord-29032,18.3,51.5,-2.611,12/11/2016
ord-84322,25.65,50.845,-0.187,21/11/2016
ord-01029,21.07,52.634,-1.158,29/11/2016
ord-58649,19.88,51.876,0.9466,18/11/2016
ord-19204,15.35,55.955,-2.984,08/11/2016
ord-79154,35.76,51.573,-0.408,18/11/2016
ord-31828,19.57,51.804,-0.816,17/11/2016
ord-97950,35.84,50.758,-1.912,11/11/2016
ord-97969,28.47,51.584,0.1344,11/11/2016
ord-99824,52.49,51.376,-0.398,05/11/2016
ord-29468,10.26,51.491,-0.305,06/11/2016
ord-86424,33.26,53.412,-2.911,01/11/2016
ord-15101,26.69,51.674,-4.16,04/11/2016
ord-56287,123.5,51.465,-0.196,05/11/2016
ord-63195,18.47,51.391,-0.095,22/11/2016
ord-20414,42.1,51.814,-0.824,17/11/2016
ord-06286,35.69,51.56,-0.223,24/11/2016
ord-10746,53.91,51.503,0.0995,01/11/2016
ord-34944,88.63,51.512,0.1271,28/11/2016
ord-36660,15.21,53.409,-3.022,22/11/2016
ord-36963,32.33,53.487,-2.175,17/11/2016
ord-44352,54.53,51.148,0.8845,06/11/2016
ord-25453,43.86,51.404,-0.097,03/11/2016
ord-25453,44.97,51.404,-0.097,03/11/2016
ord-78509,24.18,51.544,-0.207,16/11/2016
ord-61839,13.27,56.015,-3.589,30/11/2016
ord-11775,30.15,52.51,-1.878,05/11/2016
ord-96462,46.15,51.573,-0.408,18/11/2016
ord-68765,29.72,52.79,1.2313,19/11/2016
ord-95342,17.18,51.852,-2.225,08/11/2016
ord-69835,21.41,54.983,-1.555,18/11/2016
ord-32762,34.36,51.505,-0.005,25/11/2016
ord-20491,70.57,51.489,-0.045,05/11/2016
ord-51410,21.45,51.555,0.0128,18/11/2016
ord-21320,27.19,52.271,-0.883,05/11/2016
ord-20466,11.99,50.75,-1.832,08/11/2016
ord-60972,27.63,51.804,-0.816,17/11/2016
ord-85799,17.02,51.814,-0.824,17/11/2016
ord-94357,22.72,53.444,-2.193,29/11/2016
ord-47150,36.01,51.53,0.0834,24/11/2016
ord-48033,83.78,53.532,-2.489,06/11/2016
ord-32738,24.1,51.56,0.014,18/11/2016
ord-80784,25.43,51.582,0.4182,16/11/2016
ord-45988,31.95,51.573,-0.408,18/11/2016
ord-62363,29.45,51.555,0.0128,17/11/2016
ord-93083,18.53,53.387,-2.599,18/11/2016
ord-27530,34.06,51.798,-0.816,17/11/2016
ord-66115,66.84,53.484,-2.233,17/11/2016
ord-82623,25.06,51.488,0.0665,02/11/2016
ord-77359,31.01,51.391,-0.403,05/11/2016
ord-48999,143.86,52.476,-2.067,20/11/2016
ord-22283,60.92,51.56,0.014,18/11/2016
ord-87755,32.9,53.466,-2.166,18/11/2016
ord-79895,20.98,51.423,-0.103,17/11/2016
ord-23858,17.31,52.387,-1.247,03/11/2016
ord-13731,31.84,55.879,-3.34,04/11/2016
ord-99381,19.33,52.958,-1.149,18/11/2016
ord-26500,35.19,51.542,0.0603,17/11/2016
ord-72313,35.98,51.563,-0.11,07/11/2016
ord-81279,42.97,52.659,-1.161,07/11/2016
ord-18770,39.66,51.404,-0.097,03/11/2016
ord-20416,34.61,52.461,-1.863,08/11/2016
ord-18770,36.79,51.404,-0.097,03/11/2016
ord-30068,58.99,51.647,-0.041,15/11/2016
ord-65184,42.77,51.553,0.0053,05/11/2016
ord-23058,30.95,51.555,0.0128,21/11/2016
ord-50907,16.29,54.018,-1.058,01/11/2016
ord-42531,34.59,50.865,0.5863,28/11/2016
ord-17236,38.49,51.798,-0.816,17/11/2016
ord-44285,20.94,51.798,-0.816,17/11/2016
ord-16351,86.23,51.567,0.5559,22/11/2016
ord-44770,37.73,51.822,-0.803,17/11/2016
ord-60656,41.99,52.484,-1.875,03/11/2016
ord-54910,134.58,51.509,-0.327,18/11/2016
ord-31456,28.54,51.573,-0.413,18/11/2016
ord-28876,37.82,52.508,-1.922,03/11/2016
ord-17517,24.53,51.5,-0.395,24/11/2016
ord-47643,36.7,52.996,-1.143,25/11/2016
ord-49578,60.44,52.479,-1.897,22/11/2016
ord-28635,26.7,55.728,-3.969,11/11/2016
ord-17868,62.73,51.489,-0.045,10/11/2016
ord-78492,33.95,53.611,-1.158,03/11/2016
ord-70709,25.03,51.403,-0.074,24/11/2016
ord-78492,35.47,53.611,-1.158,03/11/2016
ord-26224,33.77,53.376,-2.897,05/11/2016
ord-33994,16.51,51.496,0.084,22/11/2016
ord-95607,10.97,51.555,-1.779,08/11/2016
ord-95121,38.97,53.122,-1.269,01/11/2016
ord-79077,15.79,53.482,-2.175,22/11/2016
ord-43535,38.2,53.011,-2.183,21/11/2016
ord-88203,23.71,52.632,1.2165,03/11/2016
ord-29534,14.6,53.581,-2.428,19/11/2016
ord-69098,19.24,50.79,-1.082,20/11/2016
ord-50095,24,51.555,-0.001,17/11/2016
ord-94905,25.27,52.271,-0.883,17/11/2016
ord-93838,28.03,53.081,-0.803,19/11/2016
ord-91654,23.99,51.469,-0.355,05/11/2016
ord-34707,31,51.605,-0.111,22/11/2016
ord-80926,4.69,51.276,1.0762,19/11/2016
ord-34707,43.26,51.605,-0.111,30/11/2016
ord-70816,23.82,51.404,-0.108,05/11/2016
ord-41927,15.9,53.752,-1.655,29/11/2016
ord-88046,26.73,51.525,-0.167,19/11/2016
ord-45980,35.11,51.554,0.1485,08/11/2016
ord-89656,87.17,51.55,0.0453,29/11/2016
ord-10778,17.6,51.523,-0.483,11/11/2016
ord-36927,5.77,51.53,-0.48,22/11/2016
ord-59672,41.09,51.994,-0.725,04/11/2016
ord-02501,23.83,52.812,-1.649,24/11/2016
ord-61295,51.24,52.58,-0.269,24/11/2016
ord-61295,27.34,52.58,-0.269,11/11/2016
ord-15814,17.17,52.452,-1.887,02/11/2016
ord-29492,35.53,51.59,-0.059,18/11/2016
ord-76709,12.8,53.409,-3.022,22/11/2016
ord-38211,25.83,51.442,0.3535,22/11/2016
ord-32231,37.22,51.804,-0.816,17/11/2016
ord-32454,12.87,56.015,-3.589,30/11/2016
ord-09406,21.68,53.63,-2.167,22/11/2016
ord-13850,24.29,55.955,-2.984,14/11/2016
ord-65603,29.43,51.639,-0.045,27/11/2016
ord-23917,19.33,52.959,-1.134,17/11/2016
ord-77180,27.34,51.546,0.64,26/11/2016
ord-99461,19.62,51.614,0.0921,06/11/2016
ord-06717,22.83,51.43,-0.091,24/11/2016
ord-79993,31.03,51.403,-0.074,08/11/2016
ord-72396,37.78,51.483,-0.219,08/11/2016
ord-24672,23.41,51.387,-0.112,07/11/2016
ord-08320,52.49,51.372,0.5251,12/11/2016
ord-92631,21.06,55.105,-1.532,25/11/2016
ord-35281,27.94,51.86,0.1387,03/11/2016
ord-33127,25.53,51.463,-0.103,05/11/2016
ord-32760,53.82,53.805,-1.785,08/11/2016
ord-10276,56.78,51.676,-0.021,05/11/2016
ord-10742,35.54,51.764,-0.247,20/11/2016
ord-08378,27.17,51.536,0.0213,04/11/2016
ord-56138,28.1,51.485,0.174,26/11/2016
ord-53433,25.26,51.573,-0.408,18/11/2016
ord-76880,23.55,51.536,-0.314,20/11/2016
ord-99947,43.81,51.391,-0.403,05/11/2016
ord-65802,18.05,53.771,-1.78,25/11/2016
ord-60504,27.36,56.372,-3.837,06/11/2016
ord-96756,101.15,52.958,-1.142,29/11/2016
ord-28294,33.87,51.58,-0.068,17/11/2016
ord-94110,32.38,50.782,0.2529,04/11/2016
ord-96955,22.63,53.795,-1.587,29/11/2016
ord-19045,22.74,51.804,-0.816,17/11/2016
ord-98837,33.86,51.798,-0.816,17/11/2016
ord-31750,33.18,51.517,-0.185,18/11/2016
ord-23750,41.92,51.546,0.0747,18/11/2016
ord-87205,5,51.478,-0.123,18/11/2016
ord-71681,72.32,52.475,-2.068,15/11/2016
ord-61138,58.11,51.546,-0.23,24/11/2016
ord-61138,30.15,51.546,-0.23,10/11/2016
ord-19281,47.5,52.434,-1.907,16/11/2016
ord-73583,46.67,51.596,-0.109,03/11/2016
ord-75214,24.4,51.804,-0.816,17/11/2016
ord-05362,21.68,51.551,-0.082,05/11/2016
ord-42545,27.33,51.798,-0.816,17/11/2016
ord-11819,31.29,52.617,-2.12,19/11/2016
ord-46546,17.75,52.334,-0.179,22/11/2016
ord-67181,53.94,52.954,-1.152,10/11/2016
ord-99526,21.66,52.921,-0.625,12/11/2016
ord-12241,48.76,51.475,0.0671,22/11/2016
ord-48019,27.54,52.451,-1.777,02/11/2016
ord-16663,16.01,51.488,0.0665,02/11/2016
ord-58738,28.01,53.611,-2.154,18/11/2016
ord-70583,21.6,52.996,-1.143,25/11/2016
ord-97174,43.56,51.442,-0.11,22/11/2016
ord-32598,64.52,55.942,-3.215,15/11/2016
ord-94547,47.85,52.992,-1.168,24/11/2016
ord-75966,30.78,51.581,-0.248,04/11/2016
ord-94381,19.86,53.221,-1.43,02/11/2016
ord-90435,54.15,51.53,0.0834,03/11/2016
ord-03423,24.93,52.505,-2.082,11/11/2016
ord-51608,22.91,52.974,-1.161,16/11/2016
ord-23320,31.91,51.122,-2.746,23/11/2016
ord-49397,45.61,51.469,-0.114,22/11/2016
ord-48455,33.09,53.562,-0.671,10/11/2016
ord-51724,23.12,53.814,-1.555,22/11/2016
ord-06994,25.27,53.741,-2.445,19/11/2016
ord-19688,46.73,51.53,0.0834,10/11/2016
ord-78685,20.59,52.715,-2.452,29/11/2016
ord-36612,45.25,51.82,-0.822,17/11/2016
ord-57299,29.45,51.404,-0.108,22/11/2016
ord-68665,27.25,51.884,-0.402,22/11/2016
ord-38366,16.68,51.804,-0.816,17/11/2016
ord-80557,22.21,51.39,-0.075,08/11/2016
ord-26852,21.44,51.525,0.0413,15/11/2016
ord-80851,29.82,51.65,-0.05,16/11/2016
ord-88371,37.59,51.584,-0.021,03/11/2016
ord-99390,31.77,53.765,-0.35,03/11/2016
ord-99390,30.65,53.765,-0.35,03/11/2016
ord-58497,30.37,51.412,-0.062,04/11/2016
ord-75491,32.35,51.505,0.0766,18/11/2016
ord-16789,36.81,52.556,-2.106,05/11/2016
ord-31390,20.92,51.762,-0.249,02/11/2016
ord-06192,22.93,51.614,-0.327,19/11/2016
ord-56760,31.86,51.505,0.0766,18/11/2016
ord-16190,26.56,52.921,-0.625,09/11/2016
ord-35166,7.62,51.557,-0.215,04/11/2016
ord-04323,54.65,51.605,-0.058,17/11/2016
ord-46285,33.52,55.955,-2.984,02/11/2016
ord-03795,14.28,52.542,-2.124,05/11/2016
ord-92358,42.72,51.548,0.1491,18/11/2016
ord-95927,26.77,53.811,-1.511,10/11/2016
ord-57540,57.53,51.545,-1.741,17/11/2016
ord-22933,40.2,51.448,0.3189,09/11/2016
ord-62673,39.42,51.57,-0.36,04/11/2016
ord-26553,33.45,53.8,-1.523,29/11/2016
ord-15911,45.63,51.516,-0.37,19/11/2016
ord-36730,40.04,52.575,1.716,22/11/2016
ord-06451,8.32,51.54,0.1658,22/11/2016
ord-61916,39.42,51.385,0.5722,22/11/2016
ord-62599,43.91,51.41,-0.158,03/11/2016
ord-62599,44.39,51.41,-0.158,03/11/2016
ord-80457,39.63,51.814,-0.824,17/11/2016
ord-13379,25.17,51.561,0.1199,16/11/2016
ord-67518,55.27,51.804,-0.816,17/11/2016
ord-20048,25.06,54.971,-1.603,22/11/2016
ord-40386,24.51,51.573,-0.408,18/11/2016
ord-12197,26.35,53.433,-2.234,19/11/2016
ord-67180,19.01,52.387,-1.247,03/11/2016
ord-67180,19.5,52.387,-1.247,03/11/2016
ord-24936,14.47,51.28,1.109,15/11/2016
ord-11910,35.82,52.397,-0.714,22/11/2016
ord-54554,35,52.452,-1.887,29/11/2016
ord-12146,21.09,51.28,1.1069,26/11/2016
ord-95075,30.84,51.481,-2.508,01/11/2016
ord-58086,44.26,51.573,-0.408,18/11/2016
ord-76479,18.66,54.861,-1.849,18/11/2016
ord-78993,32.38,53.848,-1.505,29/11/2016
ord-68983,10.62,51.51,-0.374,21/11/2016
ord-00746,30.58,51.581,-0.248,04/11/2016
ord-67485,24.91,55.973,-3.165,11/11/2016
ord-68861,19.28,51.542,-0.135,24/11/2016
ord-79227,56.7,50.829,-0.168,27/11/2016
ord-71257,37.8,51.39,-0.075,05/11/2016
ord-78771,22.77,50.843,-0.194,26/11/2016
ord-36187,22.7,51.511,0.0289,18/11/2016
ord-36008,29.62,51.59,-0.059,18/11/2016
ord-42131,19.16,51.814,-0.824,17/11/2016
ord-84689,19.64,55.778,-4.088,24/11/2016
ord-15323,43.49,51.539,0.146,05/11/2016
ord-40405,27.49,51.514,-0.395,03/11/2016
ord-38076,20.48,52.46,-1.768,14/11/2016
ord-02331,29.03,51.482,-0.034,30/11/2016
ord-06133,35.73,51.639,-0.126,22/11/2016
ord-24248,66.24,53.398,-3.05,19/11/2016
ord-55100,20.45,51.509,-0.377,03/11/2016
ord-92597,55.5,51.601,-0.08,22/11/2016
ord-34084,34.4,51.767,-0.249,19/11/2016
ord-94794,53.35,51.544,-0.474,01/11/2016
ord-36740,57.27,51.472,-0.156,24/11/2016
ord-41799,22.31,51.476,-0.09,19/11/2016
ord-58716,16.68,53.409,-3.022,22/11/2016
ord-49326,33.23,51.555,-0.001,17/11/2016
ord-46776,22.5,52.634,-1.155,29/11/2016
ord-24922,43.77,51.536,-0.03,19/11/2016
ord-11086,21.06,51.804,-0.816,17/11/2016
ord-04095,43.92,51.798,-0.816,17/11/2016
ord-14379,60.44,53.741,-0.378,25/11/2016
ord-66964,26.06,52.446,-1.887,22/11/2016
ord-54813,17.06,51.628,0.003,12/11/2016
ord-55193,33.58,51.82,-0.822,17/11/2016
ord-53502,26.33,51.484,-0.076,13/11/2016
ord-54965,45.54,52.65,-1.127,29/11/2016
ord-44841,34.66,51.486,-0.139,26/11/2016
ord-09175,24.95,51.521,0.0245,24/11/2016
ord-24150,37.92,53.793,-2.267,09/11/2016
ord-33310,28.96,51.814,-0.824,17/11/2016
